session_id,user_id,articles_read,read_time,score
1425017,29,4295,0,0
1425017,24,3137,1,5
1425017,26,3005,1,2
1425017,23,749,1,2
1425018,34,1458,2,2
1425018,50,2387,4,4
1425018,3,106,1,3
1425018,27,1913,1,3
1425019,11,4097,2,4
1425019,44,4094,0,0
1425019,20,3161,1,3
1425019,18,493,4,4
1425020,15,351,1,3
1425020,44,3527,0,0
1425021,34,4638,0,0
1425021,5,337,0,0
1425021,17,1713,1,1
1425021,46,666,3,5
1425022,12,3079,0,0
1425022,18,3910,0,0
1425022,37,1841,6,5
1425023,7,232,1,5
1425024,44,2313,0,0
1425024,11,4628,2,5
1425024,8,3103,4,5
1425024,37,4209,1,5
1425024,44,908,4,4
1425025,5,1086,0,0
1425025,16,2928,0,0
1425026,18,4375,3,5
1425026,41,1522,5,5
1425027,12,3824,1,2
1425027,46,1769,1,3
1425027,38,775,1,3
1425027,5,1080,1,3
1425028,6,1882,0,0
1425028,36,3579,1,3
1425028,37,399,1,3
1425028,5,2240,1,3
1425028,15,831,1,5
1425028,43,1868,2,5
1425028,41,1285,1,3
1425029,12,4120,6,5
1425029,5,1698,4,4
1425029,8,3933,0,0
1425030,18,4534,0,0
1425031,35,3248,0,0
1425031,47,2649,1,3
1425031,49,248,0,0
1425032,47,355,2,5
1425032,47,2132,2,5
1425033,27,581,1,3
1425033,11,1367,4,4
1425034,45,397,1,3
1425034,41,3790,2,4
1425034,22,2918,3,5
1425034,29,1777,0,0
1425035,17,2065,1,3
1425035,31,45,0,0
1425035,3,2424,2,5
1425036,23,4303,3,5
1425036,50,4256,1,3
1425036,5,3687,1,3
1425036,2,2681,3,5
1425037,47,2063,0,0
1425038,37,4456,1,2
1425038,13,1975,0,0
1425039,4,3953,3,3
1425039,48,3473,0,0
1425040,10,4139,4,4
1425040,20,3579,1,3
1425040,31,2874,1,5
1425041,21,764,1,2
1425042,44,127,0,0
1425042,48,86,2,5
1425042,40,956,1,2
1425042,2,1921,1,3
1425043,1,1380,2,5
1425044,10,4627,1,3
1425044,27,1994,1,3
1425044,29,2290,5,5
1425044,48,258,0,0
1425046,47,2633,1,2
1425046,12,1038,0,0
1425046,43,1026,0,0
1425046,39,4342,2,5
1425049,14,3911,0,0
1425049,40,4245,2,5
1425049,10,2821,0,0
1425050,48,3998,0,0
1425050,22,3152,1,3
1425050,23,3347,3,4
1425050,14,3183,1,2
1425051,6,544,0,0
1425051,49,2167,0,0
1425052,30,4559,1,3
1425052,17,4513,0,0
1425052,26,738,5,2
1425052,11,3216,7,4
1425053,6,365,2,5
1425053,25,3264,2,4
1425053,9,1536,3,5
1425054,19,3816,0,0
1425054,39,4431,0,0
1425054,40,891,0,0
1425055,36,2534,0,0
1425055,2,2649,0,0
1425055,13,730,1,3
1425055,37,2479,1,3
1425056,2,1342,0,0
1425057,36,3757,2,4
1425057,35,727,0,0
1425057,23,2689,0,0
1425058,32,1822,1,5
1425058,16,87,0,0
1425059,11,1666,5,5
1425060,48,2701,1,5
1425060,30,1355,0,0
1425061,25,3116,0,0
1425061,22,3400,1,2
1425062,14,360,0,0
1425063,23,941,0,0
1425063,49,80,1,3
1425064,9,2153,1,3
1425064,8,3084,3,4
1425065,35,1706,5,5
1425065,6,799,4,5
1425065,30,858,0,0
1425065,45,4193,0,0
1425066,31,932,0,0
1425066,27,1776,0,0
1425067,38,4222,2,5
1425068,4,4347,1,2
1425068,39,4456,3,5
1425068,44,3495,1,1
1425068,43,3137,0,0
1425068,20,1295,0,0
1425068,36,419,2,3
1425069,14,3497,3,3
1425069,26,1747,1,3
1425070,10,755,3,5
1425070,50,1130,2,5
1425070,26,3188,3,5
1425070,9,433,1,3
1425070,10,364,0,0
1425071,31,342,1,3
1425071,37,2134,0,0
1425071,4,2193,1,3
1425071,20,306,3,5
1425072,5,892,0,0
1425072,31,2837,4,4
1425072,13,37,0,0
1425072,6,642,0,0
1425073,15,4582,1,2
1425073,49,618,0,0
1425074,47,4109,0,0
1425074,2,1848,1,5
1425074,43,1882,2,5
1425075,39,3912,1,5
1425075,50,219,0,0
1425075,17,3829,3,5
1425075,28,2347,0,0
1425075,31,492,1,1
1425076,46,937,0,0
1425077,3,225,0,0
1425077,29,1771,1,3
1425078,41,3645,0,0
1425078,50,2203,0,0
1425079,12,4314,0,0
1425080,12,2422,0,0
1425081,7,1210,2,5
1425081,27,4267,0,0
1425082,36,4535,1,5
1425082,9,1944,2,3
1425082,7,1504,2,5
1425083,47,2068,3,5
1425083,24,249,1,3
1425083,8,1294,0,0
1425083,23,3491,0,0
1425084,25,3051,2,5
1425084,44,2358,0,0
1425085,14,4618,0,0
1425085,31,2855,0,0
1425086,39,2246,1,3
1425086,14,2047,0,0
1425086,35,2522,1,3
1425086,43,1924,0,0
1425086,23,4018,0,0
1425086,47,668,2,5
1425086,31,3123,4,4
1425086,43,1266,2,3
1425087,11,918,0,0
1425087,48,697,2,2
1425088,10,3025,0,0
1425088,20,4575,1,5
1425089,9,854,2,2
1425089,10,4104,2,5
1425089,21,3214,0,0
1425089,4,536,0,0
1425089,18,593,0,0
1425090,22,4251,1,2
1425090,38,2121,0,0
1425090,17,228,1,3
1425090,49,1047,2,2
1425090,49,2387,6,5
1425090,16,4159,0,0
1425090,30,9,0,0
1425090,23,1407,0,0
1425092,48,436,1,3
1425092,36,3256,0,0
1425092,45,592,1,3
1425093,44,270,0,0
1425093,36,2898,0,0
1425093,25,4140,1,2
1425093,41,1222,3,5
1425095,44,3820,3,3
1425095,23,666,3,5
1425095,37,3727,4,4
1425095,27,508,1,2
1425096,24,2729,3,5
1425098,42,4466,0,0
1425098,48,3436,0,0
1425098,28,3868,2,4
1425098,47,1912,0,0
1425099,50,2076,3,4
1425099,50,2909,0,0
1425100,9,4646,0,0
1425100,11,1343,2,5
1425100,24,1199,0,0
1425100,48,4089,2,3
1425101,7,3144,0,0
1425104,14,291,0,0
1425105,20,3571,1,3
1425105,38,88,0,0
1425105,48,1977,4,5
1425106,49,289,0,0
1425107,41,2825,0,0
1425107,42,2060,0,0
1425107,10,4270,3,5
1425108,11,2487,1,2
1425109,15,285,1,5
1425109,6,745,4,2
1425109,10,1697,2,2
1425109,38,243,2,5
1425110,3,386,0,0
1425110,30,3482,0,0
1425111,18,1974,0,0
1425111,18,2933,0,0
1425112,3,4158,0,0
1425112,39,3037,1,5
1425113,34,766,3,4
1425113,25,4169,2,4
1425113,25,1731,2,5
1425114,15,3485,5,5
1425114,24,693,1,5
1425114,18,2362,0,0
1425115,21,1398,1,2
1425115,21,1820,0,0
1425115,26,373,0,0
1425115,8,3953,2,2
1425115,21,3450,1,2
1425115,1,142,1,3
1425116,1,3698,0,0
1425116,17,3807,1,2
1425116,5,3642,5,5
1425116,26,2557,0,0
1425117,41,3941,0,0
1425117,41,713,0,0
1425118,45,1272,1,2
1425118,20,2499,5,5
1425119,47,2355,1,2
1425119,45,3547,1,3
1425119,41,2985,2,4
1425120,47,1493,0,0
1425120,23,2584,0,0
1425121,33,1078,1,3
1425121,12,1164,3,3
1425121,34,3494,2,5
1425121,25,3460,4,5
1425121,19,979,2,4
1425121,20,3098,3,3
1425122,36,2072,2,4
1425122,48,24,0,0
1425123,19,2181,4,5
1425123,50,333,0,0
1425123,25,3068,3,4
1425123,25,3867,1,3
1425123,39,1590,2,5
1425124,5,703,1,2
1425124,47,2989,1,3
1425124,7,3814,1,3
1425125,40,3167,0,0
1425126,8,2877,2,5
1425126,4,2066,0,0
1425126,27,4218,1,2
1425126,26,1683,1,2
1425126,10,1343,1,3
1425127,5,3626,1,5
1425127,13,1220,0,0
1425128,49,4220,1,3
1425129,11,4566,1,3
1425129,50,3047,1,3
1425129,31,4274,1,3
1425130,50,1181,0,0
1425130,5,3318,3,4
1425131,27,1361,1,3
1425131,41,4214,0,0
1425131,10,2532,1,3
1425131,15,2736,2,5
1425131,9,961,0,0
1425132,40,1428,2,3
1425132,23,4420,2,5
1425132,33,2755,1,2
1425132,42,1320,0,0
1425132,37,508,1,2
1425133,48,2357,1,3
1425133,29,1646,0,0
1425134,40,330,1,5
1425134,28,1703,0,0
1425134,12,3571,1,3
1425134,39,4024,0,0
1425134,38,3888,0,0
1425134,8,1043,0,0
1425134,26,1696,1,3
1425135,5,2062,1,5
1425137,20,3249,1,5
1425137,5,255,1,2
1425137,17,1876,2,5
1425137,22,1949,1,1
1425137,27,4639,0,0
1425138,6,4327,0,0
1425138,15,1636,0,0
1425138,25,1320,0,0
1425138,35,2913,1,5
1425139,31,3150,3,5
1425139,35,3888,1,5
1425139,37,2324,2,2
1425142,37,2988,1,5
1425142,30,4643,0,0
1425142,40,1800,1,5
1425142,22,3376,2,5
1425143,5,2351,1,3
1425143,41,2106,1,3
1425143,8,587,1,3
1425143,46,1662,0,0
1425144,24,620,2,4
1425144,21,524,0,0
1425144,4,838,0,0
1425145,35,428,1,3
1425145,9,1342,1,3
1425146,25,892,1,5
1425146,37,289,1,3
1425146,39,3585,0,0
1425147,28,2343,1,3
1425147,21,2806,2,5
1425147,9,1510,0,0
1425148,24,2899,0,0
1425149,20,1265,1,2
1425149,38,859,0,0
1425149,49,1347,1,2
1425149,46,3606,0,0
1425151,41,394,2,5
1425151,50,943,3,5
1425151,49,3811,5,5
1425151,37,337,1,5
1425151,4,370,2,5
1425152,49,3157,1,5
1425152,24,3515,2,3
1425152,28,1060,2,4
1425152,39,1656,3,5
1425152,10,1954,2,5
1425153,14,3272,0,0
1425153,23,1967,2,5
1425154,23,3322,1,3
1425154,12,1197,5,5
1425154,50,2566,1,2
1425154,6,528,0,0
1425156,28,79,1,5
1425156,32,3685,0,0
1425156,27,4398,1,3
1425156,1,370,2,5
1425157,21,4081,1,5
1425157,6,3240,2,4
1425158,12,1323,2,4
1425158,18,2009,4,5
1425158,41,914,1,3
1425159,46,3841,0,0
1425159,35,478,1,3
1425159,1,1133,1,3
1425159,5,1484,3,3
1425160,8,3775,0,0
1425160,19,672,1,3
1425160,29,4392,0,0
1425161,13,1290,0,0
1425161,29,23,2,4
1425162,49,487,0,0
1425162,13,716,2,2
1425162,22,3883,1,3
1425162,45,3474,0,0
1425162,11,1551,0,0
1425163,21,701,1,3
1425164,9,310,5,5
1425165,36,1082,0,0
1425166,23,1440,2,3
1425167,15,3382,5,5
1425167,29,3209,1,5
1425167,10,551,0,0
1425168,21,1417,0,0
1425168,35,1457,2,3
1425168,21,1672,0,0
1425168,21,1080,1,3
1425168,40,4528,2,5
1425168,37,1342,0,0
1425169,14,3397,0,0
1425169,2,1432,3,5
1425169,13,3470,0,0
1425169,35,885,1,3
1425169,23,3912,1,5
1425170,18,413,2,4
1425170,26,4183,5,5
1425170,21,4301,1,2
1425171,30,4523,2,4
1425172,3,2280,0,0
1425172,21,203,2,5
1425172,18,492,5,5
1425173,17,4224,0,0
1425173,19,2630,2,2
1425174,16,1229,3,3
1425174,37,3745,1,3
1425174,4,4425,1,2
1425174,24,3341,6,5
1425175,32,290,1,3
1425176,14,3040,3,3
1425176,37,1490,3,5
1425177,35,3747,0,0
1425178,36,2020,1,5
1425178,4,1061,2,4
1425179,46,602,3,4
1425179,28,508,3,5
1425179,13,4019,0,0
1425179,49,3187,0,0
1425180,40,3947,1,3
1425180,32,1940,2,5
1425180,19,3108,1,3
1425181,39,4607,1,3
1425181,13,4022,0,0
1425182,48,2083,1,3
1425182,41,430,0,0
1425182,47,3519,2,4
1425182,35,1992,2,4
1425182,40,524,1,5
1425183,47,4088,4,5
1425183,41,2816,3,4
1425183,30,3580,0,0
1425183,43,756,0,0
1425184,18,169,0,0
1425184,22,704,1,3
1425184,27,2128,0,0
1425184,50,605,2,4
1425184,33,1171,6,5
1425184,13,4532,1,5
1425185,10,3973,1,2
1425185,5,3249,1,5
1425186,28,3774,0,0
1425187,29,3831,0,0
1425187,43,3405,2,3
1425188,42,4124,2,4
1425188,38,3342,1,3
1425188,15,170,0,0
1425188,22,3362,1,5
1425188,34,814,3,3
1425189,41,564,0,0
1425189,19,3900,3,5
1425189,9,1596,3,3
1425189,45,1353,2,5
1425189,5,291,0,0
1425190,34,4628,1,3
1425190,25,3035,1,3
1425191,26,3781,1,2
1425192,18,2784,0,0
1425192,21,4548,0,0
1425192,33,2518,1,5
1425192,39,1383,5,5
1425192,45,3177,2,5
1425192,8,3231,0,0
1425193,38,3397,0,0
1425193,37,3537,1,3
1425194,42,2424,0,0
1425194,25,2064,1,2
1425194,32,4555,2,5
1425195,42,4588,1,5
1425195,46,38,0,0
1425195,20,2139,2,5
1425195,19,3954,0,0
1425195,1,552,0,0
1425196,32,2186,1,5
1425197,44,1010,0,0
1425197,37,3323,1,3
1425197,34,3298,1,2
1425198,27,3734,1,3
1425198,33,2513,2,5
1425199,14,3860,0,0
1425199,29,479,0,0
1425199,34,950,1,3
1425200,18,127,0,0
1425200,38,2900,0,0
1425201,23,1172,0,0
1425201,42,3250,2,5
1425201,12,3283,1,3
1425202,33,4004,1,2
1425202,47,2560,1,1
1425202,22,816,0,0
1425202,36,673,0,0
1425203,27,4466,0,0
1425204,35,122,0,0
1425204,34,2030,2,5
1425204,19,3336,2,5
1425204,24,1920,1,3
1425204,16,2971,1,3
1425205,39,1441,0,0
1425205,24,2631,2,5
1425206,11,66,0,0
1425208,16,582,1,2
1425208,13,3730,0,0
1425209,4,941,0,0
1425209,22,2440,1,2
1425209,8,2982,0,0
1425210,5,3493,2,5
1425210,3,3894,3,3
1425210,49,3136,1,2
1425210,43,1848,0,0
1425210,47,3721,1,3
1425210,16,292,8,5
1425211,41,2515,0,0
1425212,32,1818,1,3
1425212,48,3156,1,5
1425213,44,4546,0,0
1425213,12,1497,1,3
1425214,8,3797,0,0
1425215,42,4156,0,0
1425215,45,343,0,0
1425215,47,2759,0,0
1425215,18,4340,4,4
1425215,47,3739,0,0
1425215,7,1036,1,3
1425216,9,1028,0,0
1425216,38,3655,0,0
1425216,40,3665,1,2
1425216,43,459,1,3
1425216,40,2898,0,0
1425217,26,243,1,3
1425217,48,4385,0,0
1425217,29,37,0,0
1425218,8,85,2,5
1425219,6,1136,0,0
1425219,15,788,0,0
1425219,44,3371,1,3
1425220,47,3879,1,2
1425221,27,2661,1,2
1425222,10,1615,2,4
1425222,36,320,1,3
1425222,14,1596,1,1
1425222,2,1338,0,0
1425223,17,879,0,0
1425223,24,3338,0,0
1425224,30,3399,2,5
1425224,42,3972,2,5
1425224,3,823,1,3
1425225,9,3442,1,2
1425225,42,3845,0,0
1425225,26,3091,0,0
1425225,44,2773,0,0
1425225,4,2382,1,3
1425226,8,1005,0,0
1425226,34,3096,0,0
1425227,19,433,2,5
1425227,11,1736,0,0
1425228,15,3032,1,3
1425229,30,2414,0,0
1425229,11,4093,2,5
1425229,29,2227,2,3
1425230,5,3259,1,3
1425230,48,2667,3,4
1425230,16,2517,0,0
1425231,33,3086,0,0
1425231,16,1514,0,0
1425231,41,4307,2,5
1425231,32,383,1,3
1425231,45,732,3,3
1425231,40,4082,1,3
1425232,1,4047,1,5
1425232,14,4215,5,5
1425232,35,911,1,2
1425232,45,3338,0,0
1425233,8,658,1,3
1425234,11,310,3,3
1425234,2,925,2,5
1425235,24,2795,1,2
1425235,4,4561,7,5
1425235,20,2700,0,0
1425235,20,1281,0,0
1425236,47,112,2,5
1425236,40,2248,1,2
1425236,1,4335,1,5
1425237,31,1067,0,0
1425237,4,561,1,1
1425238,5,4148,0,0
1425238,35,2884,0,0
1425239,32,1363,1,3
1425239,1,2790,1,5
1425239,30,2215,2,2
1425240,46,2038,0,0
1425240,48,50,0,0
1425240,25,188,0,0
1425240,25,3609,0,0
1425242,3,72,2,5
1425242,35,3690,2,5
1425243,4,785,3,4
1425244,33,1885,1,3
1425244,48,4174,1,2
1425244,13,4472,1,3
1425244,16,3961,1,2
1425245,27,1595,0,0
1425246,20,387,2,5
1425246,45,1192,1,2
1425246,44,1325,1,2
1425246,44,1061,0,0
1425247,20,3357,0,0
1425248,43,1567,1,3
1425248,1,3617,2,4
1425249,35,3418,3,5
1425249,9,3443,0,0
1425249,47,176,1,3
1425249,18,249,2,5
1425249,30,2924,1,3
1425250,49,493,5,5
1425250,11,4206,0,0
1425250,16,1552,7,5
1425250,12,2624,0,0
1425251,25,4183,1,1
1425251,10,1124,0,0
1425251,35,1076,1,2
1425251,38,1174,1,3
1425252,24,1508,5,5
1425252,44,4246,2,3
1425252,1,3174,6,5
1425253,34,2208,0,0
1425253,14,2834,0,0
1425254,23,4015,4,4
1425254,29,652,2,5
1425254,38,4350,0,0
1425254,28,4200,0,0
1425255,41,4628,1,3
1425255,15,4648,2,3
1425255,24,1680,3,5
1425256,4,978,2,5
1425256,6,1691,1,2
1425256,34,792,2,5
1425256,39,785,0,0
1425257,6,1111,3,3
1425258,34,850,3,4
1425258,41,3465,1,3
1425258,49,2940,2,4
1425258,22,179,1,3
1425259,10,3631,1,3
1425259,10,1456,2,3
1425259,39,1324,4,4
1425260,3,3440,3,5
1425260,16,3457,0,0
1425260,2,69,0,0
1425260,27,2623,0,0
1425261,11,9,0,0
1425261,38,2757,2,3
1425261,20,348,0,0
1425261,48,200,2,4
1425261,42,1092,0,0
1425262,49,2232,1,2
1425262,30,2360,0,0
1425263,8,4313,0,0
1425263,32,1089,1,3
1425263,20,3857,0,0
1425264,41,2820,4,5
1425264,5,797,3,5
1425264,39,1975,1,3
1425264,14,2945,1,1
1425264,22,3629,0,0
1425264,41,2677,0,0
1425265,33,1830,0,0
1425265,21,1214,3,3
1425266,13,1687,5,5
1425266,31,3692,0,0
1425266,44,3689,1,5
1425266,16,1452,0,0
1425266,44,74,0,0
1425267,35,3426,0,0
1425268,31,1868,0,0
1425268,10,44,0,0
1425268,11,3977,1,3
1425268,50,1071,0,0
1425269,32,2853,1,1
1425269,20,2194,1,2
1425269,20,2973,2,5
1425270,11,2336,2,4
1425270,6,2242,0,0
1425270,6,271,0,0
1425270,38,3920,4,5
1425270,44,1249,1,3
1425271,49,972,3,5
1425271,30,2761,0,0
1425271,9,635,1,2
1425271,23,1264,1,1
1425271,5,786,0,0
1425272,50,1089,2,5
1425272,14,1845,2,4
1425272,14,3875,2,5
1425273,7,3653,0,0
1425273,49,4368,1,3
1425274,19,1224,2,4
1425274,14,2408,0,0
1425274,35,2902,1,5
1425274,4,2094,1,3
1425274,21,527,2,5
1425275,22,457,2,5
1425275,15,4081,0,0
1425275,32,460,1,3
1425276,45,461,2,5
1425276,26,2543,0,0
1425276,27,399,1,3
1425276,6,47,0,0
1425276,45,2580,1,3
1425277,38,3598,2,3
1425277,18,2109,1,2
1425277,13,2684,1,2
1425278,2,1013,1,3
1425278,28,3090,1,3
1425278,5,4590,2,5
1425279,36,1631,0,0
1425279,17,189,0,0
1425279,41,2631,1,3
1425279,39,3410,0,0
1425280,21,703,0,0
1425280,48,2406,0,0
1425281,17,2346,1,5
1425281,22,668,0,0
1425281,36,938,3,4
1425281,10,2708,0,0
1425281,35,926,3,5
1425282,40,4567,1,3
1425282,36,3252,3,2
1425283,4,3790,3,5
1425285,42,473,0,0
1425285,26,3806,0,0
1425285,50,3886,2,5
1425285,4,2963,0,0
1425285,36,3599,3,5
1425286,4,1627,1,2
1425286,31,4017,0,0
1425286,49,331,0,0
1425286,36,1043,0,0
1425287,46,753,0,0
1425287,27,4399,2,5
1425287,3,4369,1,3
1425288,17,3344,1,3
1425288,6,403,1,3
1425288,48,2879,1,3
1425288,4,960,0,0
1425289,34,3705,0,0
1425289,7,3495,0,0
1425289,3,878,4,5
1425289,17,157,1,3
1425290,36,237,1,3
1425290,18,171,0,0
1425291,44,1846,0,0
1425291,23,3793,0,0
1425291,10,1820,1,3
1425292,9,565,1,3
1425292,28,4021,1,3
1425292,18,1125,2,2
1425293,25,2706,0,0
1425293,49,71,0,0
1425293,31,2543,1,5
1425294,40,663,0,0
1425294,26,1703,2,5
1425295,34,2618,1,3
1425295,14,1102,3,4
1425295,21,3447,2,5
1425295,21,3439,1,3
1425296,9,1105,0,0
1425296,18,182,0,0
1425298,14,3910,0,0
1425298,24,959,1,2
1425298,5,3932,0,0
1425299,3,2573,2,5
1425300,3,2467,0,0
1425301,26,132,0,0
1425302,39,3005,3,5
1425302,45,2155,1,3
1425302,40,296,0,0
1425303,9,2155,0,0
1425303,24,3482,5,5
1425303,48,967,1,2
1425303,34,1550,0,0
1425303,21,4372,0,0
1425303,25,667,2,4
1425304,22,3630,2,5
1425304,37,1742,2,4
1425304,15,3114,1,3
1425305,41,3934,1,1
1425305,9,1366,3,3
1425306,29,751,1,2
1425306,39,1979,0,0
1425306,40,1693,0,0
1425306,11,1032,0,0
1425307,49,3008,2,4
1425307,13,436,2,5
1425307,36,1577,0,0
1425308,24,4581,0,0
1425308,19,2982,0,0
1425308,31,3634,0,0
1425309,42,3163,2,5
1425309,11,3642,2,2
1425309,4,60,1,3
1425309,8,3453,1,5
1425309,21,4114,1,3
1425309,40,1122,2,5
1425309,7,4174,1,2
1425310,8,53,1,3
1425310,21,935,1,2
1425310,33,636,1,5
1425310,19,959,3,5
1425310,9,4471,1,3
1425311,20,2611,1,3
1425311,32,1103,2,4
1425312,25,222,1,3
1425312,42,1443,1,1
1425312,14,2771,3,3
1425313,44,3523,1,3
1425313,34,2409,2,5
1425313,4,3746,0,0
1425314,15,3862,1,5
1425314,41,2332,0,0
1425314,28,2460,0,0
1425314,1,678,2,4
1425314,30,3715,2,5
1425315,8,4082,1,3
1425315,5,3369,0,0
1425315,13,3226,1,3
1425315,6,753,1,5
1425316,4,1260,2,2
1425316,25,153,0,0
1425316,27,3278,1,3
1425316,34,240,1,3
1425317,30,2057,1,1
1425317,32,936,2,5
1425317,45,3068,2,3
1425318,50,4019,3,3
1425318,6,188,0,0
1425318,18,1012,2,4
1425318,20,4275,1,5
1425319,17,1372,3,5
1425319,5,1845,0,0
1425319,27,884,0,0
1425320,24,1884,0,0
1425320,37,1853,0,0
1425320,36,1237,0,0
1425320,31,1676,0,0
1425320,24,2324,3,3
1425321,9,3591,2,5
1425321,36,2830,0,0
1425321,6,2421,0,0
1425321,3,4155,1,3
1425321,16,1188,2,4
1425322,22,3358,1,3
1425323,49,2234,4,4
1425323,5,2167,0,0
1425324,38,3372,1,2
1425324,15,1940,0,0
1425324,29,2653,1,3
1425324,14,865,1,3
1425325,39,4291,1,5
1425325,8,1686,0,0
1425326,39,4570,1,3
1425326,44,3397,1,3
1425326,4,2209,1,3
1425326,23,628,3,5
1425326,4,2816,0,0
1425327,26,408,0,0
1425327,29,3558,0,0
1425328,16,2062,1,5
1425328,5,841,0,0
1425328,47,706,0,0
1425329,27,3988,0,0
1425329,19,1755,2,2
1425329,36,81,2,5
1425330,6,770,2,5
1425330,31,2510,1,1
1425330,5,4348,1,3
1425330,40,1694,0,0
1425330,31,518,1,3
1425330,10,263,0,0
1425330,43,2983,0,0
1425330,15,2853,0,0
1425330,29,104,2,5
1425331,15,175,0,0
1425331,12,1587,0,0
1425332,33,1579,0,0
1425333,46,4138,1,3
1425333,3,3467,2,3
1425334,48,1331,3,4
1425334,21,1343,1,3
1425334,19,822,1,5
1425334,7,3437,4,5
1425335,38,1995,1,3
1425336,11,519,3,5
1425336,24,529,2,3
1425336,18,3109,0,0
1425336,50,584,1,3
1425337,22,4245,0,0
1425337,11,1446,1,5
1425337,28,3957,2,3
1425338,27,501,2,2
1425338,27,999,2,2
1425339,50,3563,1,3
1425339,18,2469,0,0
1425339,34,3486,2,2
1425339,34,794,10,5
1425340,6,3728,1,5
1425340,7,4380,1,2
1425341,50,3331,0,0
1425341,50,4095,0,0
1425341,49,2092,2,5
1425341,36,3571,0,0
1425342,42,1625,0,0
1425342,16,225,1,5
1425342,23,3938,3,5
1425342,42,3284,1,3
1425343,13,3034,1,5
1425343,42,2561,5,5
1425343,32,3723,1,3
1425344,41,1974,0,0
1425344,49,1727,1,3
1425345,34,2206,1,3
1425345,1,3717,0,0
1425345,26,370,0,0
1425345,8,3996,1,3
1425346,9,2117,0,0
1425346,9,3213,4,4
1425346,42,1793,0,0
1425347,13,222,1,3
1425347,33,754,0,0
1425347,3,3990,0,0
1425348,19,1450,1,3
1425349,27,693,0,0
1425349,34,1851,0,0
1425349,42,1026,0,0
1425350,49,4631,3,5
1425350,26,515,2,5
1425350,47,1262,1,3
1425350,3,2660,2,4
1425351,29,1938,3,5
1425352,48,1674,0,0
1425353,46,3556,0,0
1425353,26,685,3,4
1425354,28,3624,2,5
1425354,36,3340,0,0
1425354,1,2190,0,0
1425354,43,2325,3,3
1425355,6,4423,0,0
1425355,27,2476,2,4
1425355,50,3317,1,3
1425355,17,382,0,0
1425356,8,607,1,2
1425356,5,126,0,0
1425357,2,3359,1,5
1425357,42,1068,1,3
1425358,18,828,0,0
1425359,1,1430,0,0
1425359,33,2237,2,5
1425359,34,3315,0,0
1425359,18,527,1,3
1425359,23,2437,2,5
1425359,2,4566,0,0
1425360,35,2578,1,5
1425360,29,2405,2,4
1425360,8,3323,0,0
1425360,43,364,1,3
1425361,4,3577,2,2
1425362,16,4569,0,0
1425362,43,3875,0,0
1425362,15,4230,6,5
1425363,28,1755,5,5
1425363,42,2962,0,0
1425363,30,4339,3,3
1425363,37,3185,2,4
1425364,12,2841,2,5
1425364,24,1585,1,2
1425364,19,2467,0,0
1425364,1,1296,2,5
1425365,32,4271,1,2
1425365,13,2400,0,0
1425365,3,3661,0,0
1425365,1,776,4,4
1425365,46,3590,0,0
1425366,21,2605,0,0
1425366,4,2906,4,4
1425366,34,1850,2,5
1425366,28,4352,1,3
1425366,27,3224,2,5
1425367,50,2593,1,5
1425367,38,1344,3,3
1425367,21,4010,0,0
1425367,30,340,0,0
1425368,12,1061,0,0
1425368,33,1019,1,3
1425368,48,3963,0,0
1425368,46,433,2,5
1425369,36,3586,0,0
1425369,38,555,1,3
1425370,22,695,0,0
1425370,17,4106,1,2
1425370,14,2760,4,4
1425370,43,919,1,3
1425370,7,1832,0,0
1425370,39,3450,1,2
1425370,39,4620,2,5
1425370,2,538,4,5
1425371,28,1949,2,2
1425372,33,2363,2,4
1425372,49,2448,0,0
1425372,50,3816,1,5
1425372,41,1720,1,2
1425373,25,770,1,3
1425374,32,1896,1,2
1425374,36,1759,3,5
1425374,37,2780,1,3
1425374,27,3195,1,3
1425375,39,3705,0,0
1425376,32,4520,9,5
1425376,1,4644,3,5
1425378,45,4105,0,0
1425378,9,1001,1,5
1425379,50,1537,1,2
1425380,40,2927,0,0
1425380,7,2090,0,0
1425380,23,633,2,5
1425381,24,4503,1,3
1425381,16,2923,1,3
1425381,16,4469,2,5
1425381,33,2943,0,0
1425381,8,2475,2,3
1425381,3,2345,0,0
1425382,44,646,1,2
1425382,40,3236,1,2
1425383,1,3951,3,3
1425383,19,2699,0,0
1425383,45,3931,0,0
1425384,17,3260,0,0
1425384,29,2279,3,5
1425384,33,2397,3,4
1425384,10,2322,5,5
1425385,5,2915,5,3
1425385,4,1218,0,0
1425385,11,4080,0,0
1425386,25,1240,1,5
1425386,16,2772,2,5
1425386,15,562,1,3
1425386,28,1090,3,4
1425386,33,336,0,0
1425386,19,1382,1,3
1425387,31,2338,0,0
1425387,41,806,0,0
1425387,29,3278,1,3
1425387,30,2524,1,3
1425388,14,3862,1,5
1425389,5,4410,1,2
1425389,26,1771,2,5
1425390,43,4009,5,5
1425390,19,1026,1,5
1425391,37,406,0,0
1425391,7,925,0,0
1425391,29,3955,2,5
1425392,12,3534,1,5
1425392,23,1169,1,2
1425392,41,3353,3,3
1425392,36,830,1,3
1425393,41,3362,0,0
1425393,49,410,1,3
1425393,23,980,2,5
1425393,35,3212,1,3
1425393,45,4332,0,0
1425394,42,81,2,5
1425394,14,3440,3,5
1425395,43,521,4,5
1425396,12,3009,0,0
1425396,30,1103,3,5
1425396,45,1923,0,0
